BookingID,CustomerName,Email,Destination,BookingDate,TravelDate,NumGuests,PriceEUR,Status
0814b870-8873-43d3-a9d4-91ba1c20e230,Cassandra Coleman,snyderryan@example.com,Greece,2021-02-17,2021-04-16,5,1042.17,Confirmed
add5901e-6158-47f8-a70a-3676b20904fb,Lindsey Barber,jane93@example.org,Turkey,2025-08-05,2025-11-29,1,183.41,Confirmed
cfea9738-9650-4536-a19c-c66b61722d0c,Angela Evans,foleyjames@example.net,Portugal,2023-09-05,2024-01-08,1,239.78,Confirmed
c9b977f3-4379-46f8-ab8a-cd151f2d3573,Timothy Burgess,lewisisaac@example.org,Italy,2022-06-19,2022-09-29,5,1500.86,Confirmed
3fa014a2-c321-4b82-9ab2-46ad1f1c0b97,Lance Miles,hansonedward@example.org,Turkey,2022-06-05,2022-09-05,5,1018.42,Confirmed
01a380e5-68a4-456f-92e1-7ce5ab66b8e7,Mrs. Rebecca Jones,smithscott@example.com,Portugal,2025-08-18,2025-09-20,4,828.53,Confirmed
438177ff-0646-4bf3-95d4-3d73621bacb1,Sandra Mcclure,fcampos@example.net,Spain,2021-06-17,2021-08-27,2,530.87,Confirmed
c9b77e59-c852-4aa4-ae41-00c0744674ec,Shelley Roman,swansontina@example.org,Spain,2020-05-13,2020-07-17,4,984.32,Confirmed
915f5514-8059-4bd0-9f94-5be717af0e28,Janet Lee,matthew40@example.net,Italy,2023-09-03,2023-10-11,1,266.1,Confirmed
d4b0927b-1fc7-4a60-be8e-30d1d553f769,Justin Kennedy,zacharynguyen@example.com,Italy,2021-01-23,2021-02-26,3,746.75,Confirmed
cde28131-9485-409a-9088-7e041a187531,Dana Garcia,aimeeward@example.org,Turkey,2022-03-27,2022-08-20,1,240.97,Confirmed
bbcfae06-200c-40d4-9d9a-7db6ccb23d6e,Marie Chambers,csmith@example.org,Turkey,2024-08-07,2024-09-30,4,628.01,Confirmed
60dc88bf-f2b1-4b8d-98d4-eb9950b95cec,Steven Jones,ashleycarlson@example.org,Spain,2022-09-19,2022-12-13,3,743.28,Confirmed
9968484e-ad31-4280-a864-1b7cf4d77cdf,Alan Warren,regina28@example.net,Turkey,2023-04-04,2023-07-24,4,651.86,Confirmed
b9ed8eee-4dc4-4ea9-a36d-9559249c9a6e,John Vincent,jonathan96@example.org,France,2022-07-27,2023-01-16,6,2127.05,Confirmed
8d5dbc9f-8f69-421e-a8c1-c97e7c77bbed,Tracy Johnson,mortiz@example.com,Spain,2024-06-15,2024-08-22,2,454.19,Confirmed
4a1a7220-361f-43da-86ed-940cab48df2e,Nancy Brown DVM,sharonharris@example.org,Greece,2020-02-18,2020-05-08,3,837.15,Confirmed
386f0c33-0b96-4596-b804-be96103a5cbe,Deanna Gross,tina92@example.com,Spain,2025-07-10,2025-08-25,2,429.51,Confirmed
17de56dd-47e9-4dea-9418-0cac4307877f,Jamie Hill,garrettcolton@example.com,France,2022-09-04,2023-02-28,6,2345.38,Confirmed
8402dccf-11db-4376-8170-36d232b06656,Drew Jones,along@example.org,Greece,2021-05-03,2021-10-12,2,382.15,Confirmed
db9d101b-f1a1-48d1-9c61-9ade1a8873ec,Zachary Morris,jennifer27@example.com,Greece,2025-05-12,2025-07-22,1,253.0,Confirmed
a22c468b-8ff7-44ce-9ada-6c99ffda04da,Timothy Middleton,sarahlevine@example.org,Italy,2020-06-15,2020-09-24,6,1371.77,Pending
f2e31228-027c-4026-8fe2-8a281a837a2b,Teresa Rodriguez,bwong@example.org,Italy,2021-07-04,2021-09-02,4,1008.81,Cancelled
15ff1b10-ebef-4eb8-9780-9964fbb7ce92,Jo Porter,nward@example.org,Portugal,2021-02-12,2021-03-31,6,1305.01,Confirmed
2815209f-3b40-413e-b430-ea3cb2894d91,Jacob Hill,nicholserin@example.net,Spain,2020-09-05,2020-10-30,3,777.17,Cancelled
71e73672-1da7-46dc-a2dc-c03b509ada07,Rebecca Francis,cwright@example.com,Italy,2023-10-19,2023-11-23,1,232.39,Confirmed
0091e9b1-ab23-4531-9655-c748dfb63993,Julia Odonnell,melissa13@example.net,Spain,2022-01-14,2022-07-08,5,1467.39,Confirmed
09de91c6-734f-4539-8fd3-60ea4f49a94a,Jessica Myers,abigailthompson@example.com,France,2022-09-23,2023-02-22,5,1986.88,Confirmed
00595cd2-6a00-4647-9c74-e1da80989251,Julia Jones,donwells@example.com,Croatia,2025-08-18,2025-12-10,5,1166.88,Confirmed
cad9bca9-465f-48ff-bead-d82a9290f966,Steven Singleton DDS,afinley@example.com,Greece,2020-03-08,2020-07-24,2,430.89,Confirmed
e719a312-ffd3-4087-8e82-10ec0c3a6af0,Maria Townsend,lorrainehenderson@example.org,Greece,2025-07-18,2025-10-29,3,643.44,Cancelled
4bc0e6a0-199f-4582-b407-3b4662ea9514,Zachary Alvarado,ibarnes@example.net,Turkey,2020-05-18,2020-09-25,6,1494.14,Confirmed
75720920-80da-4406-9149-8761a91be945,Brett West,qsparks@example.com,Greece,2024-09-11,2024-11-21,1,231.36,Confirmed
05936fba-11b7-4dc0-b672-349186cd19b5,Jerry Baldwin,lle@example.org,Italy,2023-11-13,2024-05-09,6,1668.32,Confirmed
cf2fdf29-433e-4df6-9ac4-de3532abb4a5,Sara Arroyo,lisa86@example.com,Turkey,2022-07-04,2022-10-20,5,873.1,Confirmed
e9119ba1-c34f-46da-9a8b-42b9cea74981,Dawn Butler,sgraves@example.org,Turkey,2020-09-09,2021-02-09,6,1409.25,Cancelled
794b0a09-5090-4784-8592-796f63c50cd3,Donald Gray,gedwards@example.com,Turkey,2020-06-26,2020-08-17,4,864.86,Cancelled
2708063d-c3ba-4478-b245-09a5200963b8,Sandra Jackson,crawfordcharles@example.com,Egypt,2024-04-12,2024-08-14,5,935.84,Confirmed
fa0a1acb-a951-427b-93ff-d1eb752d7125,Tina Davis,elizabethowen@example.org,Turkey,2020-11-08,2021-03-12,5,761.13,Confirmed
ca621b3e-44cf-4196-9982-3cb478eefa7a,Christopher Shaw,michael05@example.com,Italy,2020-07-23,2020-12-23,2,628.22,Cancelled
4489e42c-b9c3-4c98-b47a-7bac0dfdb74f,Heather Parker,anthonylong@example.com,Italy,2025-06-19,2025-08-14,4,1036.27,Cancelled
db9c26cb-36fc-46bf-b8f4-b81906fe88d3,Zoe Robles,jharper@example.net,Italy,2022-08-14,2023-01-20,1,227.63,Confirmed
43f96c59-7321-4dcb-aff6-c41cfe3d9753,John Dodson,nmitchell@example.com,Italy,2025-07-11,2025-11-13,5,1322.82,Confirmed
94a3cdd2-a09c-4993-9e44-c5af421e1034,Andrea Thomas,valentinedavid@example.org,Greece,2021-01-16,2021-03-02,3,661.49,Confirmed
86779fb4-f836-45d6-abcd-ad859d0a32c7,Diane King,bautistaroger@example.net,Turkey,2023-01-03,2023-02-26,3,675.48,Confirmed
f14c261f-9ab1-48f3-80f3-22d073249fa9,Benjamin King,omoreno@example.net,Turkey,2023-06-12,2023-08-17,1,169.07,Confirmed
1b466088-9bc3-4140-bf36-f3003acbaf63,Mary Coleman,ronald39@example.net,Croatia,2020-08-02,2020-10-15,1,199.8,Confirmed
bf6f6cc4-64a7-4bde-ba8f-f93eb540baba,Oscar Pope,edwardsgregory@example.org,Greece,2020-07-16,2020-10-12,6,1559.03,Confirmed
a14c8086-d0d9-4a25-af92-09fe16c62fb8,Samuel Cruz,kevinwilcox@example.com,Turkey,2021-09-13,2022-03-12,3,602.6,Confirmed
12207f72-4cea-49e0-b6a6-164b678ea787,Timothy Leonard,john92@example.com,Greece,2022-08-04,2022-11-05,4,749.92,Pending
0454f5a1-62a3-4105-955d-59ed011a4361,Jamie Arnold,jstewart@example.com,Egypt,2022-03-11,2022-08-02,2,408.57,Confirmed
3bd6916f-59c0-44d1-b36f-82ffcf1ede3f,Kyle Gutierrez,ashleyrobinson@example.net,Spain,2024-06-11,2024-08-01,3,659.66,Confirmed
a559f300-b3ec-4680-90bb-eed7f0b7b577,Margaret Williams,lisa76@example.net,Italy,2021-07-25,2021-11-19,3,762.62,Confirmed
7d293be2-5901-4fc5-8ba4-23098e782cb8,Tina Larsen,vanessa85@example.net,Greece,2021-06-20,2021-09-04,6,1127.12,Confirmed
3dcebe0c-6586-4976-b2ac-f3fceceaec62,Joshua Nunez,reneemartinez@example.org,Greece,2024-12-23,2025-05-19,6,1084.66,Confirmed
0944c6e5-d625-47cd-af79-5462166c3d7f,Austin Durham,zkennedy@example.org,France,2022-11-07,2023-02-03,6,1819.67,Confirmed
88a82092-ff17-462b-86d9-e39114ca7405,Corey Rowe,lhall@example.com,France,2020-10-13,2021-01-05,6,2374.04,Cancelled
5510c77a-a4dd-4659-a7f2-a7fb9a416b16,Hunter Rogers,acox@example.org,Turkey,2021-09-07,2022-02-18,5,1081.15,Confirmed
18391686-c96c-44c6-a831-64ff4b9a44b6,Michael Holland,annealvarado@example.com,Italy,2021-11-12,2022-04-18,5,1180.51,Confirmed
656b0e99-39d1-4c1c-9276-66d32a6e2c7c,Robert Clark,rachel98@example.com,Greece,2022-04-27,2022-10-19,3,665.51,Confirmed
49e30733-ee57-43cc-a374-911b099671b7,Victoria Morse,lee51@example.org,Italy,2021-10-13,2022-04-09,2,464.65,Confirmed
70d913b6-47e8-4c2a-8fba-101705751e1f,Meagan Torres,marie02@example.net,Spain,2022-03-21,2022-05-03,2,413.15,Confirmed
6666c620-8563-45b4-b359-6c294a644ecf,Tony Roman,jose97@example.org,Greece,2024-01-20,2024-05-16,3,623.12,Confirmed
e076e169-4ce1-4a7c-9975-5d8d76c0c89e,Justin Murphy,danielpruitt@example.net,Italy,2020-07-18,2020-12-11,4,1204.2,Confirmed
a2b536e4-c65f-4d0a-a0ea-07dc8fb9eb30,Keith Murphy,castrosherri@example.com,Greece,2021-06-11,2021-09-07,6,1370.72,Confirmed
84d1bd4b-d0f9-494d-9579-0a83a2dab49e,Kimberly Knight,ghayes@example.com,France,2023-04-07,2023-06-13,5,1272.19,Pending
4098699c-823e-461e-8589-24709747f9e1,Susan Barnes,perezrachel@example.net,Turkey,2025-05-25,2025-11-19,2,451.22,Cancelled
031a1a40-77a0-483f-91c0-0766844aad90,Alexa Adams,rscott@example.net,Turkey,2020-09-24,2021-02-27,3,688.0,Confirmed
67c0ec07-3f17-43c3-a64e-3e94e5ef53ce,James Walker,amy56@example.com,Turkey,2023-03-05,2023-04-09,1,231.2,Confirmed
fcfc7f44-067d-4b79-9b45-22cfcee13087,Sara Williams,katherine45@example.org,Italy,2024-06-03,2024-09-14,4,923.09,Cancelled
74bc14f1-e45c-400e-abdd-cd370db5ed45,Randy Aguilar,michele78@example.org,Turkey,2023-10-06,2024-03-26,5,768.54,Pending
c0e4f44d-0101-48e9-b7f1-ee38cc454c0b,Matthew Adams,amandaadams@example.net,Portugal,2020-03-08,2020-08-03,4,787.31,Confirmed
f31e8081-7c7d-471a-b1cb-c95c12628861,Cynthia Johnston,barnettchristina@example.org,Croatia,2020-11-08,2021-02-14,6,1138.23,Confirmed
38cffb0f-dc93-4c4f-83e5-642ff4ac6197,Brandi Molina,samantha12@example.com,Italy,2022-06-21,2022-10-23,2,595.46,Cancelled
92f9a8fd-502d-4916-bb00-2e16a762329c,Cody Baird,smithlinda@example.com,Portugal,2021-06-04,2021-10-26,4,777.72,Confirmed
328054eb-9873-43ac-8f58-6137e84ed94e,Bethany Henry,shayes@example.org,Italy,2025-05-19,2025-08-09,2,474.7,Cancelled
fd7fbd90-d0dd-4259-b3b5-8ba1cf170059,William Duffy,spearson@example.net,Italy,2021-01-19,2021-02-22,6,1456.56,Confirmed
871e3cfe-71b3-44d6-8977-03b3ef29d493,Amanda Larsen,jamesdeleon@example.org,Greece,2024-04-23,2024-07-15,5,1383.75,Pending
92e04229-1b4b-41ec-b13d-d54e12ea1618,Chelsea Welch,josephdiaz@example.org,Portugal,2021-03-13,2021-08-21,5,1003.17,Confirmed
d5079c79-6c51-4cad-8246-97a3b4178bd9,Jacob Gray,johnyoung@example.com,Egypt,2022-02-27,2022-05-03,5,1080.85,Confirmed
472d1ac2-0958-45b5-be21-9e910d548373,Jimmy Good MD,hannah98@example.com,Spain,2022-06-01,2022-08-15,3,686.12,Cancelled
ec02884b-2b93-4dd7-860c-5b629db7e77f,Julie Jones,mrussell@example.net,Italy,2024-07-06,2024-12-20,1,284.14,Cancelled
4b318a03-495f-4947-849e-e4c017c36a71,David Joseph,smithamy@example.org,Egypt,2023-08-27,2024-02-04,2,317.34,Confirmed
cf663bc3-f8c3-4fca-b1df-46a0160cae64,Michael Osborn,washingtonmichael@example.org,Portugal,2023-07-13,2023-12-11,5,1074.16,Cancelled
9787f16d-d965-4593-958d-51775b4ee0c5,Melissa Porter,mariamarsh@example.com,Spain,2021-07-17,2021-08-26,1,283.47,Confirmed
3a3a2365-4781-41fd-b29f-04726c417982,Christina Mendoza,davisreginald@example.org,France,2023-08-06,2023-12-19,6,1709.24,Confirmed
a9777c3a-aa63-4b55-bbb9-1fa93b7c1560,Michelle Miller,nicholsdiana@example.org,Egypt,2021-04-15,2021-06-29,6,1069.98,Confirmed
908c8cf2-a9e1-48a6-8d93-e73584dc0f43,Annette Alexander,randygray@example.net,Croatia,2020-08-22,2021-01-24,1,224.7,Cancelled
b38a5783-fc24-4bde-a83b-729abafc3b4e,Kelly Anderson,mullinserin@example.net,Turkey,2020-05-08,2020-07-27,3,453.38,Cancelled
f0abe9c8-5fc0-4441-97aa-5ae5ecf5497e,Kimberly Houston,melissalee@example.com,Portugal,2023-03-23,2023-06-11,1,241.34,Confirmed
fc52cc61-914a-4113-ba93-68d1296902d3,Jessica Anderson,moranerica@example.org,Egypt,2021-06-01,2021-07-26,4,681.21,Pending
ae0136cc-c6b2-46df-bae4-395e1be0bce6,Craig Caldwell,kaylamorris@example.net,Turkey,2023-09-13,2024-01-06,2,325.21,Pending
ba15a44a-360b-4108-918c-116906c99a0a,Tara Greene,xdowns@example.com,Italy,2025-08-25,2025-11-10,6,1604.15,Confirmed
e828bb22-3e69-4129-9c35-9d673bf07cc4,Michael James,lcarney@example.net,Spain,2020-07-09,2020-12-02,5,1177.82,Confirmed
c1d35b07-efd2-47d6-a05d-fbdc0052b9cc,Ryan Higgins,zhangjacqueline@example.net,Turkey,2022-02-25,2022-08-02,4,691.94,Confirmed
b1d9f12d-9e00-45f6-8fa5-58120e2ec67c,Jessica Jones,mary93@example.net,France,2024-08-06,2025-01-18,5,1647.65,Cancelled
2e1bd745-9567-4542-95ee-3ecbcc060bbf,Erin Kent,christophercrawford@example.org,Greece,2023-01-15,2023-04-23,6,1670.77,Confirmed
faddc9f0-677a-4c61-a062-cf97627d74d0,Christopher Frederick,awong@example.com,Greece,2020-04-25,2020-06-08,4,852.18,Confirmed
62cb71fc-b826-4a1b-b6e5-b16a591574b4,Ashley Chandler,estuart@example.com,Italy,2020-07-10,2020-11-08,5,1586.16,Confirmed
bd5ced10-f50d-4fc0-9c96-48c1b7b6ccaf,Claudia Schaefer,shawn91@example.org,Greece,2023-08-08,2023-12-26,4,748.42,Pending
d4db54a3-a5c8-4072-ba45-78419d0953a0,Sara Wyatt,johnjohnson@example.com,Egypt,2024-02-19,2024-03-28,6,1030.89,Confirmed
fe943ff1-1a90-42c7-bc40-6ca274d42426,Rebekah Hernandez,ajones@example.net,Turkey,2020-01-08,2020-02-26,6,1007.01,Pending
91638880-f626-443a-b769-a78474558592,Jeffery Solomon,loristephens@example.net,Turkey,2025-07-27,2025-12-08,5,1116.73,Confirmed
6d755a78-c36a-4335-8dae-2693de7a4577,Kathy Wright,dakotakennedy@example.com,Italy,2021-10-26,2021-11-25,5,1570.22,Confirmed
45e65ca3-279f-478d-a9bc-e624b1c8d325,Peter Swanson,russell62@example.com,Turkey,2022-05-01,2022-08-02,5,780.23,Confirmed
b907be84-b7b8-4d66-becc-a1bc81ae5c26,Brandon Hill,michael03@example.com,Italy,2022-03-16,2022-09-04,2,454.24,Confirmed
32320b6d-eb12-4723-add9-224926f8f882,Jay King,nicholas88@example.org,Greece,2024-03-24,2024-05-03,3,641.24,Cancelled
8f667b4d-cfd1-4bc6-bf0a-2066caf39eb8,Terry Hudson,adamselizabeth@example.com,Portugal,2021-08-01,2021-11-07,4,855.38,Confirmed
86ab5a4c-d886-4f93-9957-ccf6d29b5e25,Mark Ross,freemanmargaret@example.org,Spain,2024-02-06,2024-06-04,5,1410.04,Confirmed
f84176db-545e-4a79-9b9a-437a60491fed,Nancy Burton,morganrobert@example.net,Greece,2020-07-18,2020-11-14,6,1503.6,Confirmed
9f29f7df-d5e9-4619-be5c-a817a947f157,Kenneth Ellis,gomezjames@example.net,Spain,2021-07-15,2021-09-19,6,1736.72,Pending
a8aa9846-7aaa-4336-9da2-3bfd274770a1,Laura Wright,chenrandall@example.org,Italy,2023-01-12,2023-05-27,3,856.57,Confirmed
740735e4-8dac-4784-a355-4c2bcfe3d3a8,Jessica Valdez,rollinslori@example.net,Egypt,2022-10-03,2023-03-13,6,855.87,Confirmed
b388181a-42c2-4e1f-97ad-582ea9ed947f,Robert Martin,rileyarthur@example.net,Greece,2022-03-12,2022-07-30,1,201.29,Cancelled
f57e5464-ece6-4222-bdb4-55e71407983f,Kelly Moran,steven36@example.org,Turkey,2022-09-04,2022-12-17,1,150.29,Confirmed
3364e3a6-9395-4587-8602-c1f63dce1890,Brendan Rhodes,landryanne@example.net,Spain,2023-08-05,2024-01-09,2,413.55,Confirmed
c3ddff02-e500-4b68-9fd6-943eca810028,Crystal Torres,parkerkatie@example.com,Croatia,2021-11-24,2022-02-06,4,1011.09,Confirmed
63f8eac4-9be4-4cb1-aadb-72537b4a77e6,Kendra Jones,moorerichard@example.org,Spain,2020-10-04,2021-03-09,5,1015.34,Confirmed
6e3013a1-088b-4879-afee-043470b8b52a,Brittney Stark,twilliamson@example.com,France,2022-06-26,2022-09-25,4,1334.35,Cancelled
8f28b7a8-5d24-44ab-9d83-baf5018046d5,Brittany Perez,vanessahood@example.org,Croatia,2024-02-07,2024-04-20,2,433.29,Cancelled
df6a28de-7a49-442b-99ec-b589a41e1320,Joseph Gomez,enorton@example.net,Italy,2023-03-07,2023-06-20,2,576.11,Cancelled
7666e4c8-51c6-4a30-9323-3e733a9f72f2,Maria Hernandez,paulchambers@example.org,Spain,2023-09-24,2024-02-15,3,688.59,Cancelled
e17e7d37-1e52-4ceb-a013-5be69b86c124,Mary Haney,bauerdonna@example.net,France,2022-08-27,2022-12-18,2,757.38,Confirmed
22e11d85-637a-4e52-9f16-5fdeb793c642,Melissa Lynch,martinsmith@example.org,Portugal,2025-05-09,2025-09-26,6,1358.31,Confirmed
b28e70a8-64a8-4a03-8645-79c856c8c80c,Sean Green,simsbrianna@example.com,France,2022-06-13,2022-09-29,3,1141.57,Confirmed
9cc35555-8eaa-4416-9662-fce2cfbc4cd9,Thomas Payne,michaelreilly@example.org,Greece,2021-02-26,2021-03-30,4,1091.28,Confirmed
5ef97dba-e07d-4865-af38-f3cc301f5433,Jon Anderson,erindavis@example.net,Portugal,2021-09-21,2022-02-04,6,1652.3,Pending
4d60e385-64a5-4526-8352-3affc0078f90,Pamela Jackson,nthompson@example.org,Egypt,2022-03-11,2022-06-12,3,435.16,Confirmed
72a6fb0e-9891-4f7e-b1a7-788588fd480e,Paul Morton PhD,crystalharris@example.org,Portugal,2025-07-10,2025-11-30,1,252.84,Confirmed
4bc4bb44-f04c-46bb-9a04-0d3303fcc1fa,Brandy Arnold,reyesdeborah@example.com,Spain,2022-05-16,2022-10-26,5,1396.24,Cancelled
a558edb3-a0de-4e1d-ba28-7d16a9a19284,Michael Gonzalez,caseyhardy@example.org,Spain,2021-01-20,2021-06-25,1,292.21,Confirmed
01414ba4-7c6a-4738-9c51-8a8453e15e86,William Smith,anthonyberg@example.net,Portugal,2020-10-19,2021-01-31,2,508.41,Confirmed
996bb5dc-3b14-4b23-9fb9-f1dbd8d20bb0,Dr. Sara Wilson,brenda96@example.net,Spain,2021-07-22,2021-10-27,3,640.4,Confirmed
a9524bf2-4023-485d-bcc2-1eb8b7a4129c,Mark Arnold,jennifer84@example.org,Italy,2023-09-26,2024-03-06,5,1441.48,Confirmed
d7058502-b213-42b1-b9b6-2e0121dfbdc3,Troy Livingston,desireerodriguez@example.com,France,2022-01-22,2022-06-11,4,1576.16,Confirmed
8a7f65ab-b96b-420a-995b-c096fb70b956,Robert Pratt,matthewsimpson@example.org,Spain,2021-08-06,2021-10-15,1,212.61,Cancelled
f429eb12-65c4-44fb-a526-90fcfc4df640,Tyler Hansen,conwayadam@example.com,Greece,2021-08-13,2021-12-22,3,543.09,Confirmed
26a264d7-f702-4b30-954c-04f8bf5330fe,Mary Thompson,oanderson@example.net,Croatia,2021-04-11,2021-10-02,6,1279.24,Confirmed
9ab5d01b-204a-4b78-9278-b2fc5cb3a01e,Kari Ray,lpowers@example.com,Greece,2024-05-04,2024-06-05,1,262.97,Confirmed
0e04c7fc-a600-403c-9a2c-b3dcd570b471,Herbert Williams,gina68@example.org,Spain,2020-03-17,2020-08-16,6,1308.94,Confirmed
ec85cb81-9f02-45f4-861b-4492544ad8e5,Justin Thomas,wilkinsonsean@example.net,Italy,2023-05-02,2023-09-17,1,286.0,Cancelled
0db8770c-fc23-422e-a3b1-b1812c7350ca,John Baker,nicolewarner@example.net,Greece,2025-03-27,2025-06-26,5,960.29,Confirmed
148845ca-aab4-41a9-8c43-dbfb01d084a2,Scott Mullins,hoffmansusan@example.com,Greece,2025-07-12,2025-12-21,4,848.63,Confirmed
bff5e70e-c54d-4556-aacf-15581c7020b5,Jessica Marshall,ijones@example.org,Greece,2020-04-01,2020-08-25,2,470.63,Confirmed
53a2cdf5-d166-447f-954a-3f8b0e2d90cd,Michelle Paul,bryan07@example.org,Greece,2023-07-04,2023-10-01,5,1131.26,Confirmed
1206994d-6a4f-4b5f-92e4-87806c93f0c1,Andrew Valentine,xanderson@example.net,France,2022-08-03,2022-09-03,1,321.29,Confirmed
314969e5-75ad-431b-95de-12d5d89938bb,Michael Morse,anthonycoleman@example.org,Italy,2023-06-12,2023-09-27,1,251.43,Confirmed
409be03d-c9ac-4911-8207-3e4f8fd54714,Rebecca Rosales,ydunlap@example.org,Spain,2022-07-04,2022-08-20,5,1445.29,Confirmed
9f9cd172-bf3a-4a3a-8574-f80af7cb1a77,Patrick Turner,vegajack@example.org,Turkey,2021-10-02,2021-12-30,6,1029.85,Confirmed
23aa26eb-14f7-414d-83a7-3323a075ed96,Joseph White,fmiles@example.com,Croatia,2023-06-17,2023-07-31,5,1170.27,Cancelled
3b2208ea-dafc-4621-9674-d1dcf293373b,Michael Ward,forbesangela@example.org,Spain,2024-08-04,2024-11-17,3,821.69,Pending
bd67eb6a-ac2e-47b2-8c00-3f75004f1f84,Kathleen Parker,dianecampbell@example.net,Portugal,2021-09-25,2022-01-13,4,1078.06,Confirmed
a7b7d0fd-23d2-4f8f-8312-06658e58b6c3,George Allen,dgregory@example.net,Greece,2025-08-12,2025-11-02,3,721.59,Confirmed
da8bb7f5-87e6-4a56-b176-b09ec3872f7d,Mary Rodriguez,courtney28@example.org,Italy,2020-06-14,2020-08-24,6,1773.82,Confirmed
